ERPOrderType,ERPOrderNumber,ERPLineNumber,ElasticOrderNumber,CustomerPO,SoldToId,SoldToName,ShipToId,ShipToName,ProductNumber,ProductName,VariationCode,VariationName,SizeName,UPC,Status,Price,Amount,Quantity,Term_Code_Description,OrderDate,ShipDate,InvoiceDate,InvoiceNumber,CarrierCode,TrackingNumber,Header Status,CurrencyCode
SO,115429,12,,OPENING ORDER,"1001587",WOLVERINE ANGLERS DBA MOTOR CITY ANGLERS,SAME,WOLVERINE ANGLERS DBA MOT,CRAYFISHPH,CRAYFISH PERFORMANCE HAT,0AC,GRAPH/CHARCOAL,ON SIZE,"840290906220",SHIP,17.5,52.5,3,NET 30,"20250528","20250528","20250602",07-Jan-1990,FEDEXGRD,"289295007114",SHIP,USD
SO,115429,13,,OPENING ORDER,"1001587",WOLVERINE ANGLERS DBA MOTOR CITY ANGLERS,SAME,WOLVERINE ANGLERS DBA MOT,LGMKINGPATCH,LARGEMOUTH KING SIGN PATCH TRUCKER 57 004 003,0DC,GRAY/LT GREY,ON SIZE,"840290929168",SHIP,17.5,52.5,3,NET 30,"20250528","20250528","20250602",07-Jan-1990,FEDEXGRD,"289295007114",SHIP,USD
SO,115429,14,,OPENING ORDER,"1001587",WOLVERINE ANGLERS DBA MOTOR CITY ANGLERS,SAME,WOLVERINE ANGLERS DBA MOT,KEEPZIP,KEEPER ZIP,"210",BLACK GLOSS,SMALL,"091037645999",SHIP,7.5,112.5,15,NET 30,"20250528","20250528","20250602",07-Jan-1990,FEDEXGRD,"289295007114",SHIP,USD
SO,115429,15,,OPENING ORDER,"1001587",WOLVERINE ANGLERS DBA MOTOR CITY ANGLERS,SAME,WOLVERINE ANGLERS DBA MOT,KEEPSIL,ADJUSTABLE SILICONE KEEPER,0KA,GRY,SMALL,"840290916687",SHIP,4.5,67.5,15,NET 30,"20250528","20250528","20250602",07-Jan-1990,FEDEXGRD,"289295007114",SHIP,USD
SO,115429,16,,OPENING ORDER,"1001587",WOLVERINE ANGLERS DBA MOTOR CITY ANGLERS,SAME,WOLVERINE ANGLERS DBA MOT,KEEPSIL,ADJUSTABLE SILICONE KEEPER,2KA,BLACK,SMALL,"840290916694",SHIP,4.5,67.5,15,NET 30,"20250528","20250528","20250602",07-Jan-1990,FEDEXGRD,"289295007114",SHIP,USD
SO,115429,17,,OPENING ORDER,"1001587",WOLVERINE ANGLERS DBA MOTOR CITY ANGLERS,SAME,WOLVERINE ANGLERS DBA MOT,D20TY,20 PR TABLE TOP DISPLAY,3KA,WHITE,MEDIUM,"810070829629",SHIP,0,0,1,NET 30,"20250528","20250528","20250602",07-Jan-1990,FEDEXGRD,"289295008257",SHIP,USD
SO,115451,1,6302_1,"18222","1001438",CAMELOT HILLS GROUP LLC DBA CAMP VERDE G,SHIPTO,CAMP VERDE GENERAL STORE,PIE220011,PIE BLACK MATTE BMG,"220",BLACK MATTE,MEDIUM,"840290904615",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",05-Jan-1990,FEDEXGRD,"289293550332",SHIP,USD
SO,115451,2,6302_1,"18222","1001438",CAMELOT HILLS GROUP LLC DBA CAMP VERDE G,SHIPTO,CAMP VERDE GENERAL STORE,SIG141112,SIG BRNTORTG GMG,"141",BROWN  TORT G,MEDIUM,"840290919671",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",05-Jan-1990,FEDEXGRD,"289293550332",SHIP,USD
SO,115451,3,6302_1,"18222","1001438",CAMELOT HILLS GROUP LLC DBA CAMP VERDE G,SHIPTO,CAMP VERDE GENERAL STORE,ELD51H113,ELD GREENGLASSG  SMG,51H,GREENGLASSG,SMALL,"840290919824",SHIP,116.55,116.55,1,NET 30,"20250528","20250528","20250602",05-Jan-1990,FEDEXGRD,"289293550332",SHIP,USD
SO,115589,1,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",BAL081011,BAL GRAYROCKM BMG,"081",GRY ROCK M,LARGE,"840290906756",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,2,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",BAL081112,BAL GRAYROCKM GMG,"081",GRY ROCK M,LARGE,"840290906763",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,3,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",BAL081113,BAL GRAYROCKM SMG,"081",GRY ROCK M,LARGE,"840290906770",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,4,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",BAL220011,BAL BLACK MATTE BM G,"220",BLACK MATTE,LARGE,"810070820220",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,5,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",BAL220112,BAL BLACK MATTE GM G,"220",BLACK MATTE,LARGE,"810070820251",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,6,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",BAL220113,BAL BLACK MATTE SM G,"220",BLACK MATTE,LARGE,"810070820268",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,7,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",CAL9EN724,CAL PEACHGLASSM RMP,9EN,PEACH GLASS M,SMALL,"840290934360",SHIP,83.6,83.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,8,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",CHE77M724,CHE TORTRSTURTG RMP,77M,TORTROSETURTLEG,MEDIUM,"840290933806",SHIP,83.6,83.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,9,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",ELD171734,ELD TANROCKG RMP,"171",TANROCKG,SMALL,"840290907883",SHIP,83.6,83.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,10,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",NAT220011,NAT BLACK MATTE BM G,"220",BLACK MATTE,XLARGE,"810070822071",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,11,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",NAT220112,NAT BLACK MATTE GM G,"220",BLACK MATTE,XLARGE,"810070822101",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,12,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",NAT220113,NAT BLACK MATTE SM G,"220",BLACK MATTE,XLARGE,"810070822118",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,13,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",PAL220011,PAL BLACK MATTE BMG,"220",BLACK MATTE,MEDIUM,"840290904400",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,14,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",PAL220112,PAL BLACK MATTE GMG,"220",BLACK MATTE,MEDIUM,"840290904431",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,15,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",PAL220113,PAL BLACK MATTE SMG,"220",BLACK MATTE,MEDIUM,"840290904448",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,16,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",PIE611734,PIELAVCRABG  RMP,"611",LAVENDERCRABG,MEDIUM,"840290919077",SHIP,83.6,83.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,17,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",RIG320734,RIGWHITEGLASSM RMP,"320",WHITE GLASS M,SMALL,"840290918650",SHIP,83.6,83.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,18,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",STI051113,STI GRAYROCKM SMG,"051",GRAYROCKM,XLARGE,"840290906640",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,19,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",STI220113,STI BLKM SMG,"220",BLACK MATTE,XLARGE,"840290906381",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,20,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",TOA081011,TOA GRAYROCKM  BMG,"081",GRY ROCK M,LARGE,"840290907142",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,21,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",TOA081113,TOA GRAYROCKM SMG,"081",GRY ROCK M,LARGE,"840290907166",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,22,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",TOA220011,TOA BLACK MATTE  BMG,"220",BLACK MATTE,LARGE,"840290906886",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,23,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",TOA220113,TOA BLACK MATTE  SMG,"220",BLACK MATTE,LARGE,"840290906909",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,24,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",VEG220011,VEG BLACK MATTE BMG,"220",BLACK MATTE,LARGE,"840290903816",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,25,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",VEG220112,VEG BLACK MATTE GMG,"220",BLACK MATTE,LARGE,"840290903823",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,26,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",VEG220113,VEG BLACK MATTE SMG,"220",BLACK MATTE,LARGE,"840290903830",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,27,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",VEG451011,VEG BLUEWATERM BMG,"451",BLUEWATERMATTE,LARGE,"840290918827",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,28,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",VEG451112,VEG BLUEWATERM GMG,"451",BLUEWATERMATTE,LARGE,"840290918834",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,29,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",VEG451113,VEG BLUEWATERM SMG,"451",BLUEWATERMATTE,LARGE,"840290918841",SHIP,103.6,103.6,1,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,30,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",KEEPZIP,KEEPER ZIP,"210",BLACK GLOSS,SMALL,"091037645999",SHIP,7.5,30,4,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,31,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",KEEPZIP,KEEPER ZIP,OJE,CLEAR/SILVER,SMALL,"091037645074",SHIP,7.5,30,4,NET 30,"20250529","20250529","20250602",06-Feb-1990,FEDEXGRD,"289314963931",SHIP,USD
SO,115589,32,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",KEEPSIL,ADJUSTABLE SILICONE KEEPER,0KA,GRY,SMALL,"840290916687",SHIP,4.5,18,4,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,33,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",KEEPSIL,ADJUSTABLE SILICONE KEEPER,2KA,BLACK,SMALL,"840290916694",SHIP,4.5,18,4,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,34,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",KEEPSIL,ADJUSTABLE SILICONE KEEPER,5KF,LIGHT BLUE,SMALL,"840290916670",SHIP,4.5,18,4,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115589,35,,OPENING ORDER,"1001573","IDAHO ROD & REEL, LLC",SAME,"IDAHO ROD & REEL, LLC",KEEPSIL,ADJUSTABLE SILICONE KEEPER,7KB,PINK,SMALL,"840290916663",SHIP,4.5,18,4,NET 30,"20250529","20250529","20250602",12-Jan-1990,FEDEXGRD,"289293422557",SHIP,USD
SO,115595,1,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,BAL220714,BAL BLACK MATTE RMG,"220",BLK M,LARGE,"810070825607",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,2,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,CAB115N00,CAB WHISKFDG CG,"115",WHISKEYFADEG,XLARGE,"840290920011",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,3,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,CAL141102,CAL BROWN TORT GLOSS GM G,"141",BROWN  TORT G,SMALL,"810070821050",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,4,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,GRE220112,GRE BLKMGMG,"220",BLACK MATTE,LARGE,"840290938757",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,5,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,GRE220714,GRE BLKMRMG,"220",BLACK MATTE,LARGE,"840290938771",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,6,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,GRE220N10,GRE BLKMCG,"220",BLACK MATTE,LARGE,"840290938801",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,7,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,PAL220112,PAL BLACK MATTE GMG,"220",BLACK MATTE,MEDIUM,"840290904431",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,8,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,ROC121112,ROCBROWN TORT M GMG,"121",BROWN TORT M,XLARGE,"840290905865",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,9,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SIG210714,SIG BLACK GLOSS RMG,"210",BLACK GLOSS,MEDIUM,"840290919275",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,10,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SNI220102,SNI BLACK MATTE GM G,"220",BLACK MATTE,LARGE,"810070822927",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,11,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SNIB10102,SNI SILVER GLOSS GM G,B10,SILVER GLOSS,LARGE,"810070823023",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,12,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,TOA220714,TOA BLACK MATTE  RMG,"220",BLACK MATTE,LARGE,"840290906916",SHIP,116.55,0,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,13,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,TWE115N00,TWE WHISKFDG CG,"115",WHISKEYFADEG,LARGE,"840290920431",SHIP,116.55,349.65,3,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,14,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,TWE210102,TWE BLKG GMG,"210",BLACK GLOSS,LARGE,"840290920097",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115595,15,,"5072","1001454",TEXAS PROVISION COMPANY LLC DBA SPORTSMA,SAME,TEXAS PROVISION COMPANY LLC DBA SPORTSMA,ZAP220714,ZAP BLKMRMG,"220",BLACK MATTE,XLARGE,"840290939617",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",08-Jan-1990,FEDEXGRD,"289293700631",SHIP,USD
SO,115630,1,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,NIP220112,NIP BLACK MATTE GM G,"220",BLACK MATTE,MEDIUM,"810070822507",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,2,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,BAL220011,BAL BLACK MATTE BM G,"220",BLACK MATTE,LARGE,"810070820220",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,3,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,CAL141102,CAL BROWN TORT GLOSS GM G,"141",BROWN  TORT G,SMALL,"810070821050",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,4,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,CAL220001,CAL BLACK MATTE BM G,"220",BLACK MATTE,SMALL,"810070821128",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,5,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,NAT220011,NAT BLACK MATTE BM G,"220",BLACK MATTE,XLARGE,"810070822071",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,6,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,SNI220000,SNI BLACK MATTE G G,"220",BLACK MATTE,LARGE,"810070822880",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,7,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,SNI220021,SNI BLACK MATTE BM P,"220",BLACK MATTE,LARGE,"810070822910",SHIP,94.05,0,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,8,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,SNIB10001,SNI SILVER GLOSS BM G,B10,SILVER GLOSS,LARGE,"810070822996",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,9,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,SNIB10103,SNI SILVER GLOSS SM G,B10,SILVER GLOSS,LARGE,"810070823030",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,10,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,SNIB10724,SNI SILVER GLOSS RM P,B10,SILVER GLOSS,LARGE,"810070823061",SHIP,94.05,0,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,11,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,SOLB10001,SOL SILVER GLOSS BM G,B10,SILVER GLOSS,MEDIUM,"810070823115",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,12,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,SOLB10102,SOL SILVER GLOSS GM G,B10,SILVER GLOSS,MEDIUM,"810070823146",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,13,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,SOLR30102,SOL ROSE GOLD SATIN GM G,R30,ROSE GOLD S,MEDIUM,"810070823245",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,14,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,ROC220011,ROC BLACK MATTE BMG,"220",BLACK MATTE,XLARGE,"810070829179",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,15,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,VEG220011,VEG BLACK MATTE BMG,"220",BLACK MATTE,LARGE,"840290903816",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,16,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,PAL220011,PAL BLACK MATTE BMG,"220",BLACK MATTE,MEDIUM,"840290904400",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,17,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,STI220011,STI BLKM BMG,"220",BLACK MATTE,XLARGE,"840290906367",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,18,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,STI141112,STI BRNTORTG GMG,"141",BROWN  TORT G,XLARGE,"840290906503",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
SO,115630,19,6313_1,ROCKYS529,"1000452",ROCKY'S WAKULLA,SAME,ROCKYS WAKULLA,TOA220011,TOA BLACK MATTE  BMG,"220",BLACK MATTE,LARGE,"840290906886",SHIP,116.55,116.55,1,NET 30,"20250529","20250529","20250602",09-Jan-1990,FEDEXGRD,"289293916350",SHIP,USD
