Region,CatalogKey,ItemNumber,ColorCode,TagName,TagValue
GLOBAL,ALL,COC02N626,02N,Product Type,Sunglasses
GLOBAL,ALL,COC02N704,02N,Product Type,Sunglasses
GLOBAL,ALL,COC02N724,02N,Product Type,Sunglasses
GLOBAL,ALL,COC02NN00,02N,Product Type,Sunglasses
GLOBAL,ALL,COC02NN20,02N,Product Type,Sunglasses
GLOBAL,ALL,COC151000,151,Product Type,Sunglasses
GLOBAL,ALL,COC151001,151,Product Type,Sunglasses
GLOBAL,ALL,COC151020,151,Product Type,Sunglasses
GLOBAL,ALL,COC151021,151,Product Type,Sunglasses
GLOBAL,ALL,COC151102,151,Product Type,Sunglasses
GLOBAL,ALL,COC151103,151,Product Type,Sunglasses
GLOBAL,ALL,COC151122,151,Product Type,Sunglasses
GLOBAL,ALL,COC151123,151,Product Type,Sunglasses
GLOBAL,ALL,COC151606,151,Product Type,Sunglasses
GLOBAL,ALL,COC151626,151,Product Type,Sunglasses
GLOBAL,ALL,COC151704,151,Product Type,Sunglasses
GLOBAL,ALL,COC151724,151,Product Type,Sunglasses
GLOBAL,ALL,COC151N00,151,Product Type,Sunglasses
GLOBAL,ALL,COC151N20,151,Product Type,Sunglasses
GLOBAL,ALL,COC521000,521,Product Type,Sunglasses
